planificacion_slug,convocatoria_slug,adjudicacion_slug,precalificacion_slug,convenio_slug,nro_licitacion,nombre_licitacion,tipo_procedimiento,categoria,convocante,_etapa_licitacion,etapa_licitacion,fecha_entrega_oferta,tipo_licitacion,fecha_estimada,fecha_publicacion_convocatoria,geo,
360431-ampliacion-sistema-circuito-cerrado-television-palacio-justicia-asuncion-plurianual-1,,,,,360431,AMPLIACION DEL SISTEMA DE CCTV (INFRAESTRUCTURA Y SISTEMA OPERATIVO) PARA EL EDIFICIO DEL PALACIO DE JUSTICIA DE ASUNCIÓN - AD REFERÉNDUM - PLURIANUAL - S.B.E.,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Corte Suprema de Justicia / Poder Judicial,CAN,Anulada o Cancelada,,tradicional,2019-10-31 00:00:00,,,
360432-contratacion-servicio-extension-garantia-servidores-storage-switch-san-marca-ibm-len-1,360432-contratacion-servicio-extension-garantia-servidores-almacenamiento-datos-storage-con-1,360432-contratacion-servicio-extension-garantia-servidores-almacenamiento-datos-storage-con-1,,,360432,CONTRATACIÓN DEL SERVICIO DE EXTENSIÓN DE GARANTÍA DE LOS SERVIDORES DE ALMACENAMIENTO DE DATOS (STORAGE) Y CONMUTADOR DE RED (SWITCH) DE LA MARCA IBM/LENOVO DE LA CORTE SUPREMA DE JUSTICIA - PLURIANUAL - AD REFERÉNDUM,CO - Concurso de Ofertas,7 - Servicios Técnicos,Corte Suprema de Justicia / Poder Judicial,ADJ,Adjudicada,2019-08-06 09:15:00,tradicional,2019-07-31 00:00:00,2019-07-23 10:32:10,,
360437-mantenimiento-dispensadores-agua-frio-caliente-dgrp-contrato-abierto-plurianual-ad-1,,,,,360437,MANTENIMIENTO DE DISPENSADORES DE AGUA FRÍO/CALIENTE PARA LA DGRP - CONTRATO ABIERTO - PLURIANUAL - AD REFERENDUM,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Corte Suprema de Justicia / Poder Judicial,CAN,Anulada o Cancelada,,tradicional,2019-08-31 00:00:00,,,
360443-adquisicion-equipos-medicion-medio-ambiente-1,360443-adquisicion-equipos-medicion-medio-ambiente-1,,,,360443,Adquisición de Equipos de Medición para Medio Ambiente,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Industria Nacional del Cemento / Empresas Públicas,CAN,Anulada o Cancelada,2019-05-23 09:45:00,tradicional,2019-03-31 00:00:00,2019-05-03 13:38:00,,
360444-servicio-impresion-materiales-carteleria-1,360444-servicio-impresion-materiales-carteleria-1,360444-servicio-impresion-materiales-carteleria-1,,,360444,SERVICIO DE IMPRESION DE MATERIALES Y CARTELERIA,CD - Contratación Directa,7 - Servicios Técnicos,Secretaria Tecnica de Planificacion / Presidencia de la República / Poder Ejecutivo,ADJ,Adjudicada,2019-05-07 09:00:00,tradicional,2019-04-30 00:00:00,2019-04-30 09:38:00,,
360446-mantenimiento-preventivo-correctivo-maquinas-enseres-oficina-contrato-abierto-pluria-1,360446-mantenimiento-preventivo-correctivo-maquinas-enseres-oficina-contrato-abierto-pluria-1,,,,360446,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE MÁQUINAS Y ENSERES DE OFICINA - CONTRATO ABIERTO - PLURIANUAL,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Corte Suprema de Justicia / Poder Judicial,EVAL,En Evaluacion (Cerrada),2019-10-03 11:15:00,tradicional,2019-10-31 00:00:00,2019-09-18 09:10:25,,
360447-servicio-impresion-productos-artes-graficas-1,360447-servicio-impresion-productos-artes-graficas-1,360447-servicio-impresion-productos-artes-graficas-1,,,360447,Servicio de impresion de productos de artes graficas,CD - Contratación Directa,7 - Servicios Técnicos,Facultad de Ciencias Sociales y Politicas / Universidad Nacional de Caaguazu / Universidades Nacionales,ADJ,Adjudicada,2019-04-15 09:00:00,tradicional,2019-03-31 00:00:00,2019-04-09 13:47:46,,
360451-adquisicion-extintores-fuego-dependencias-rectorado-universidad-nacional-asuncion-1,,,,,360451,ADQUISICIÓN DE EXTINTORES DE FUEGO PARA LAS DEPENDENCIAS DEL RECTORADO DE LA UNIVERSIDAD NACIONAL DE ASUNCIÓN,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Rectorado / Universidad Nacional de Asunción / Universidades Nacionales,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,,
360453-adquisicion-libros-1,360453-adquisicion-libros-1,,,,360453,ADQUISICIÓN DE LIBROS,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Facultad de enfermería y obstetricia de la Universidad Nacional de Asunción  / Universidad Nacional de Asunción / Universidades Nacionales,EVAL,En Evaluacion (Cerrada),2019-10-04 08:00:00,tradicional,2019-03-31 00:00:00,2019-09-12 17:10:12,,
360460-mantenimiento-preventivo-correctivo-equipos-data-center-d-g-r-p-contrato-abierto-plu-1,360460-mantenimiento-preventivo-correctivo-equipos-centro-procesamiento-datos-d-g-r-p-contr-1,,,,360460,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS EQUIPOS DEL CENTRO DE PROCESAMIENTO DE DATOS DE LA D.G.R.P. - CONTRATO ABIERTO - PLURIANUAL - AD REFERENDUM,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Corte Suprema de Justicia / Poder Judicial,CONV,En Convocatoria (Abierta),2019-10-08 09:15:00,tradicional,2019-10-31 00:00:00,2019-09-19 16:03:34,,
360461-adquisicion-grupo-generador-energia-electrica-centro-nacional-computacion-rectorado-1,,,,,360461,ADQUISICIÓN DE GRUPO GENERADOR DE ENERGÍA ELÉCTRICA PARA EL CENTRO NACIONAL DE COMPUTACIÓN DEL RECTORADO DE LA UNA,CO - Concurso de Ofertas,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Rectorado / Universidad Nacional de Asunción / Universidades Nacionales,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,,
360463-servicio-limpieza-oficinas-conacom-ad-referendum-plurianual-1,360463-servicio-limpieza-oficinas-conacom-plurianual-1,360463-servicio-limpieza-oficinas-conacom-plurianual-1,,,360463,SERVICIO DE LIMPIEZA PARA LAS OFICINAS DE CONACOM - PLURIANUAL,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Comisión Nacional de Competencia / Entes Autónomos y Autárquicos,ADJ,Adjudicada,2019-08-27 10:00:00,tradicional,2019-07-31 00:00:00,2019-08-16 16:54:47,,
360464-contratacion-servicios-topografia-inc-1,360464-contratacion-servicios-topografia-inc-1,360464-contratacion-servicios-topografia-inc-1,,,360464,Contratación de Servicios de Topografía para la INC,CD - Contratación Directa,7 - Servicios Técnicos,Industria Nacional del Cemento / Empresas Públicas,ADJ,Adjudicada,2019-06-03 09:45:00,tradicional,2019-05-31 00:00:00,2019-05-21 16:42:33,,
360465-mantenimiento-reparacion-minicargadoras-bobcat-1,,,,,360465,MANTENIMIENTO Y REPARACION DE MINICARGADORAS - BOBCAT,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de Asunción / Municipalidades,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,,
360469-adquisicion-equipos-informaticos-rectorado-universidad-nacional-asuncion-1,,,,,360469,ADQUISICIÓN DE EQUIPOS INFORMÁTICOS PARA EL RECTORADO DE LA UNIVERSIDAD NACIONAL DE ASUNCIÓN,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Rectorado / Universidad Nacional de Asunción / Universidades Nacionales,PLAN,Planificada,,tradicional,2019-04-30 00:00:00,,,
360470-adquisicion-software-accesorios-1,,,,,360470,ADQUISICION DE SOFTWARE Y ACCESORIOS,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Direccion Nacional de Transporte / Entes Autónomos y Autárquicos,PLAN,Planificada,,tradicional,2019-09-30 00:00:00,,,
360474-contratacion-servicio-limpieza-area-capital-e-interior-pais-edificios-compania-1,,,,,360474,CONTRATACIÓN DEL SERVICIO DE LIMPIEZA EN EDIFICIOS Y CENTRALES DE LA COMPAÑÍA EN LA CAPITAL E INTERIOR DEL PAÍS,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Compañía Paraguaya de Comunicaciones / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado,PLAN,Planificada,,tradicional,2019-10-31 00:00:00,,,
360483-adquisicion-guillotinas-perforadoras-encuadernadoras-calculadoras-rectorado-universi-1,,,,,360483,"ADQUISICIÓN DE GUILLOTINAS, PERFORADORAS, ENCUADERNADORAS Y CALCULADORAS PARA EL RECTORADO DE LA UNIVERSIDAD NACIONAL DE ASUNCIÓN",CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Rectorado / Universidad Nacional de Asunción / Universidades Nacionales,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,,
360486-adquisicion-equipos-informaticos-proyecto-conacyt-rectorado-universidad-nacional-asu-1,,,,,360486,ADQUISICIÓN DE EQUIPOS INFORMÁTICOS PARA PROYECTO CONACYT DEL RECTORADO DE LA UNIVERSIDAD NACIONAL DE ASUNCIÓN,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Rectorado / Universidad Nacional de Asunción / Universidades Nacionales,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,,
360487-servicio-reparaciones-menores-obras-1,360487-servicio-reparaciones-menores-obras-1,,,,360487,SERVICIO DE REPARACIONES MENORES DE OBRAS,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Compañía Paraguaya de Comunicaciones / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado,EVAL,En Evaluacion (Cerrada),2019-09-26 08:50:00,tradicional,2019-09-30 00:00:00,2019-09-12 11:05:42,,
360489-adquisicion-software-rectorado-universidad-nacional-asuncion-1,,,,,360489,PROVISION Y MONTAJE DE CAMARAS DE VIGILANCIA PARA EL RECTORADO DE LA UNIVERSIDAD NACIONAL DE ASUNCION ,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Rectorado / Universidad Nacional de Asunción / Universidades Nacionales,PLAN,Planificada,,tradicional,2019-08-31 00:00:00,,,
360500-adquisicion-equipos-computacion-impresoras-otros-1,360500-adquisicion-equipos-computacion-impresoras-otros-1,360500-adquisicion-equipos-computacion-impresoras-otros-1,,,360500,"ADQUISICIÓN DE EQUIPOS DE COMPUTACIÓN, IMPRESORAS Y OTROS",CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Circunscripción Judicial del Dpto. Guaira / Corte Suprema de Justicia / Poder Judicial,ADJ,Adjudicada,2019-04-09 09:45:00,tradicional,2019-03-31 00:00:00,2019-03-29 15:39:09,,
360502-adquisicion-camaras-seguridad-otros-1,,,,,360502,ADQUISICIÓN DE CÁMARAS DE SEGURIDAD Y OTROS,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Direccion Nacional de Transporte / Entes Autónomos y Autárquicos,PLAN,Planificada,,tradicional,2019-04-30 00:00:00,,,
360503-adquisicion-vehiculos-1,,,,,360503,ADQUISICIÓN DE VEHICULOS,CO - Concurso de Ofertas,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Facultad de Ingenieria / Universidad Nacional de Asunción / Universidades Nacionales,PLAN,Planificada,,tradicional,2019-07-31 00:00:00,,,
360505-renovacion-licencia-antivirus-1,360505-renovacion-licencia-antivirus-1,360505-renovacion-licencia-antivirus-1,,,360505,RENOVACIÓN DE LICENCIA DE ANTIVIRUS,CD - Contratación Directa,7 - Servicios Técnicos,Secretaria Tecnica de Planificacion / Presidencia de la República / Poder Ejecutivo,ADJ,Adjudicada,2019-08-08 10:00:00,tradicional,2019-07-31 00:00:00,2019-07-23 17:05:14,,
360507-adquisicion-motocicletas-tipo-trail-circunscripcion-judicial-1,360507-adquisicion-motocicletas-tipo-trail-circunscripcion-judicial-1,360507-adquisicion-motocicletas-tipo-trail-circunscripcion-judicial-1,,,360507,ADQUISICION DE MOTOCICLETAS TIPO TRAIL PARA LA CIRCUNSCRIPCION JUDICIAL,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Circunscripción Judicial del Dpto. Alto Paraguay / Corte Suprema de Justicia / Poder Judicial,ADJ,Adjudicada,2019-06-14 08:00:00,tradicional,2019-06-30 00:00:00,2019-06-07 14:33:48,,
360508-mantenimiento-preventivo-correctivo-cajas-compactadoras-marca-planalto-scorza-1,,,,,360508,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE CAJAS COMPACTADORAS MARCA PLANALTO Y SCORZA,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de Asunción / Municipalidades,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,,
360511-adquisicion-aparatos-fax-relojes-biometricos-camara-digital-radio-transmisor-gps-sil-1,360511-adquisicion-aparatos-fax-relojes-biometricos-camara-digital-radio-transmisor-gps-sil-1,360511-adquisicion-aparatos-fax-relojes-biometricos-camara-digital-radio-transmisor-gps-sil-1,,,360511,"ADQUISICION DE APARATOS DE FAX, RELOJES BIOMETRICOS, CAMARA DIGITAL, RADIO TRANSMISOR, GPS, SILLAS DE RUEDAS Y PIZARRAS ACRILICAS",CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Circunscripción Judicial del Dpto. Alto Paraguay / Corte Suprema de Justicia / Poder Judicial,ADJ,Adjudicada,2019-07-01 08:00:00,tradicional,2019-06-30 00:00:00,2019-06-11 15:55:40,,
360512-contratacion-servicios-guarderia-plurianual-1,360512-contratacion-servicios-guarderia-plurianual-1,,,,360512,CONTRATACIÓN DE SERVICIOS DE GUARDERÍA - PLURIANUAL,CO - Concurso de Ofertas,7 - Servicios Técnicos,"Sistema Nacional de Formación y Capacitación Laboral / Ministerio de Trabajo, Empleo y Seguridad Social / Poder Ejecutivo",CONV,En Convocatoria (Abierta),2019-10-11 09:00:00,tradicional,2019-08-31 00:00:00,2019-10-01 13:48:04,,
360516-adquisicion-equipos-oficina-computacion-comunicacion-u-n-c-1,360516-adquisicion-equipos-oficina-computacion-comunicacion-u-n-c-1,360516-adquisicion-equipos-oficina-computacion-comunicacion-u-n-c-1,,,360516,"Adquisición de Equipos de Oficina, Computación y Comunicación para la U.N.C.",CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Universidad Nacional de Concepción / Universidades Nacionales,ADJ,Adjudicada,2019-05-27 09:45:00,tradicional,2019-03-31 00:00:00,2019-05-16 15:53:10,,
360517-servicio-mantenimiento-reparacion-menor-vehiculos-kia-toyota-1,360517-servicio-mantenimiento-reparacion-menor-vehiculos-kia-toyota-1,360517-servicio-mantenimiento-reparacion-menor-vehiculos-kia-toyota-1,,,360517,SERVICIO DE MANTENIMIENTO Y REPARACIÓN MENOR DE VEHICULOS (Kia y Toyota),CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Circunscripción Judicial del Dpto. Guaira / Corte Suprema de Justicia / Poder Judicial,ADJ,Adjudicada,2019-06-03 09:45:00,tradicional,2019-05-31 00:00:00,2019-05-20 10:56:32,,
360523-adquisicion-maquinarias-equipos-herramientas-general-1,,,,,360523,"ADQUISICIÓN DE MAQUINARIAS, EQUIPOS Y HERRAMIENTAS EN GENERAL.",CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Instituto Paraguayo de Artesania / Entes Autónomos y Autárquicos,PLAN,Planificada,,tradicional,2019-04-30 00:00:00,,,
360524-adquisicion-equipos-gimnasia-juegos-parque-infantil-plaza-maria-auxiliadora-1,,,,,360524,Adquisición de equipos de gimnasia y juegos para parque infantil - Plaza María Auxiliadora,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Municipalidad de la Paloma del Espiritu Santo / Municipalidades,PLAN,Planificada,,tradicional,2019-10-31 00:00:00,,,
360525-servicio-mantenimiento-reposicion-postes-1,,,,,360525,SERVICIO DE MANTENIMIENTO Y REPOSICIÓN DE POSTES,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Compañía Paraguaya de Comunicaciones / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado,PLAN,Planificada,,tradicional,2019-06-30 00:00:00,,,
360528-servicio-mantenimiento-reparacion-acondicionadores-aire-stp-1,360528-servicio-mantenimiento-reparacion-acondicionadores-aire-stp-1,360528-servicio-mantenimiento-reparacion-acondicionadores-aire-stp-1,,,360528,SERVICIO DE MANTENIMIENTO Y REPARACION DE ACONDICIONADORES DE AIRE PARA LA STP,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Secretaria Tecnica de Planificacion / Presidencia de la República / Poder Ejecutivo,ADJ,Adjudicada,2019-04-12 09:00:00,tradicional,2019-03-31 00:00:00,2019-04-02 09:38:19,,
360529-mantenimiento-preventivo-torres-mastiles-1,,,,,360529,MANTENIMIENTO PREVENTIVO DE TORRES Y MÁSTILES,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Compañía Paraguaya de Comunicaciones / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado,PLAN,Planificada,,tradicional,2019-05-31 00:00:00,,,
360530-servicio-desmontaje-montaje-torres-1,,,,,360530,SERVICIO DE DESMONTAJE Y MONTAJE DE TORRES,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Compañía Paraguaya de Comunicaciones / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado,PLAN,Planificada,,tradicional,2019-06-30 00:00:00,,,
360531-mantenimiento-preventivo-correctivo-ascensores-direccion-general-registro-estado-civ-1,360531-mantenimiento-preventivo-correctivo-ascensores-direccion-general-registro-estado-civ-1,360531-mantenimiento-preventivo-correctivo-ascensores-direccion-general-registro-estado-civ-1,,,360531,"MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE ASCENSORES, DE LA DIRECCIÓN GENERAL DEL REGISTRO DEL ESTADO CIVIL-LLAMADO PLURIANUAL 2019-2020",CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Direccion General del Registro del Estado Civil / Ministerio de Justicia  / Poder Ejecutivo,ADJ,Adjudicada,2019-06-14 09:00:00,tradicional,2019-05-31 00:00:00,2019-06-03 14:38:54,,
360533-mantenimiento-reparacion-computadoras-e-impresoras-1,,,,,360533,"""Mantenimiento y reparación de Computadoras e Impresoras""",CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Secretaria de Politicas Linguisticas / Presidencia de la República / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-07-31 00:00:00,,,
360534-mantenimiento-reparacion-de-1-escalera-metalica-prevencion-incendio-reparacion-techo-1,,,,,360534,"MANTENIMIENTO Y REPARACIÓN DE: 1) ESCALERA METÁLICA DE PREVENCIÓN CONTRA INCENDIO Y REPARACIÓN DE TECHO - CENTRAL II, 2) ENTRADAS GRAL. BRUGUEZ Y MAYOR BULLO - CENTRAL II",CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Compañía Paraguaya de Comunicaciones / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,,
360535-mantenimiento-reparacion-fotocopiadoras-e-impresoras-direccion-general-registro-esta-1,360535-mantenimiento-reparacion-fotocopiadoras-e-impresoras-direccion-general-registro-esta-1,360535-mantenimiento-reparacion-fotocopiadoras-e-impresoras-direccion-general-registro-esta-1,,,360535,MANTENIMIENTO Y REPARACION DE FOTOCOPIADORAS E IMPRESORAS PARA LA DIRECCION GENERAL DEL REGISTRO DEL ESTADO CIVIL-LLAMADO PLURIANUAL 2019-2020,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Direccion General del Registro del Estado Civil / Ministerio de Justicia  / Poder Ejecutivo,ADJ,Adjudicada,2019-06-03 09:00:00,tradicional,2019-03-31 00:00:00,2019-05-20 14:35:20,,
360537-servicio-sistema-satelital-gps-direccion-servicios-urbanos-1,,,,,360537,SERVICIO DEL SISTEMA SATELITAL GPS PARA LA DIRECCION DE SERVICIOS URBANOS,CO - Concurso de Ofertas,7 - Servicios Técnicos,Municipalidad de Asunción / Municipalidades,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,,
360538-mantenimiento-reparacion-acceso-publico-funcionarios-central-ii-acceso-gral-bruguez-1,,,,,360538,MANTENIMIENTO Y REPARACIÓN DEL ACCESO AL PÚBLICO Y FUNCIONARIOS EN CENTRAL II (ACCESO GRAL. BRUGUEZ Y BULLO),CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Compañía Paraguaya de Comunicaciones / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado,PLAN,Planificada,,tradicional,2019-05-31 00:00:00,,,
360539-mantenimiento-aire-acondicionado-direccion-general-registro-estado-civil-llamado-plu-1,360539-mantenimiento-reparacion-aire-acondicionado-direccion-general-registro-estado-civil-1,360539-mantenimiento-reparacion-aire-acondicionado-direccion-general-registro-estado-civil-1,,,360539,MANTENIMIENTO Y REPARACION DE AIRE ACONDICIONADO PARA LA DIRECCIÓN GENERAL DEL REGISTRO DEL ESTADO CIVIL - LLAMADO PLURIANUAL 2019-2020,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Direccion General del Registro del Estado Civil / Ministerio de Justicia  / Poder Ejecutivo,ADJ,Adjudicada,2019-06-14 08:00:00,tradicional,2019-06-30 00:00:00,2019-06-03 16:00:40,,
360541-encabinado-grupo-electrogeno-350-kva-1,,,,,360541,ENCABINADO DE GRUPO ELECTRÓGENO DE 350 KVA,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Compañía Paraguaya de Comunicaciones / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado,PLAN,Planificada,,tradicional,2019-05-31 00:00:00,,,
360543-servicio-fumigacion-sede-central-edificio-direccion-general-registro-estado-civil-ll-1,360543-servicio-fumigacion-sede-central-edificio-direccion-general-registro-estado-civil-ll-1,360543-servicio-fumigacion-sede-central-edificio-direccion-general-registro-estado-civil-ll-1,,,360543,SERVICIO DE FUMIGACION PARA LA SEDE CENTRAL DEL EDIFICIO DE LA DIRECCIÓN GENERAL DEL REGISTRO DEL ESTADO CIVIL-LLAMADO PLURIANUAL 2019-2020,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Direccion General del Registro del Estado Civil / Ministerio de Justicia  / Poder Ejecutivo,ADJ,Adjudicada,2019-04-12 09:00:00,tradicional,2019-03-31 00:00:00,2019-04-05 16:45:16,,
360548-servicio-envios-masivos-correo-electronico-mailing-1,360548-servicio-envios-masivos-correo-electronico-mailing-1,360548-servicio-envios-masivos-correo-electronico-mailing-1,,,360548,SERVICIO DE ENVÍOS MASIVOS DE CORREO ELECTRÓNICO - MAILING,CD - Contratación Directa,7 - Servicios Técnicos,Secretaria Tecnica de Planificacion / Presidencia de la República / Poder Ejecutivo,ADJ,Adjudicada,2019-06-03 10:00:00,tradicional,2019-04-30 00:00:00,2019-05-16 17:01:33,,
360549-servicio-mantenimiento-sistema-incendio-edificio-sede-central-direccion-general-regi-1,,,,,360549,SERVICIO DE MANTENIMIENTO DE SISTEMA CONTRA INCENDIO PARA EL EDIFICIO DE LA SEDE CENTRAL DE LA DIRECCIÓN GENERAL DEL REGISTRO DEL ESTADO CIVIL- LLAMADO PLURIANUAL 2019-2020,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Direccion General del Registro del Estado Civil / Ministerio de Justicia  / Poder Ejecutivo,CAN,Anulada o Cancelada,,tradicional,2019-03-31 00:00:00,,,
360550-adquisicion-repuestos-informaticos-1,360550-adquisicion-repuestos-informaticos-1,360550-adquisicion-repuestos-informaticos-1,,,360550,ADQUISICIÓN DE REPUESTOS INFORMÁTICOS,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Circunscripción Judicial del Dpto. Guaira / Corte Suprema de Justicia / Poder Judicial,ADJ,Adjudicada,2019-06-04 09:45:00,tradicional,2019-05-31 00:00:00,2019-05-22 14:22:28,,
360554-adquisicion-etiquetadora-digital-1,,,,,360554,ADQUISICIÓN DE ROTULADOR MANUAL Y SCANNER PARA ROTULADOR MANUAL,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Secretaria Tecnica de Planificacion / Presidencia de la República / Poder Ejecutivo,CAN,Anulada o Cancelada,,tradicional,2019-09-30 00:00:00,,,
360555-adquisicion-colocacion-carteleria-direccion-general-registro-estado-civil-1,360555-adquisicion-colocacion-carteleria-direccion-general-registro-estado-civil-1,360555-adquisicion-colocacion-carteleria-direccion-general-registro-estado-civil-1,,,360555,ADQUISICIÓN Y COLOCACIÓN DE CARTELERIA PARA LA DIRECCION GENERAL DEL REGISTRO DEL ESTADO CIVIL ,CD - Contratación Directa,7 - Servicios Técnicos,Direccion General del Registro del Estado Civil / Ministerio de Justicia  / Poder Ejecutivo,ADJ,Adjudicada,2019-05-10 09:00:00,tradicional,2019-03-31 00:00:00,2019-04-29 14:32:35,,
360559-adquisicion-fotocopiadora-municipalidad-1,,,,,360559,Adquisición de Fotocopiadora para la Municipalidad ,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Municipalidad de 25 de Diciembre / Municipalidades,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,,
