,planificacion_slug,convocatoria_slug,adjudicacion_slug,precalificacion_slug,convenio_slug,nro_licitacion,nombre_licitacion,tipo_procedimiento,categoria,convocante,_etapa_licitacion,etapa_licitacion,fecha_entrega_oferta,tipo_licitacion,fecha_estimada,fecha_publicacion_convocatoria,geo
2289,362187-mantenimiento-reparacion-vehiculos-maquinarias-institucion-provision-repuestos-1,362187-mantenimiento-reparacion-vehiculos-maquinarias-institucion-provision-repuestos-1,362187-mantenimiento-reparacion-vehiculos-maquinarias-institucion-provision-repuestos-1,,,362187,Mantenimiento y Reparación de vehículos y maquinarias de la institución con provisión de repuestos,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de los Cedrales / Municipalidades,ADJ,Adjudicada,2019-04-16 09:00:00,tradicional,2019-03-31 00:00:00,2019-04-10 15:11:43,
2290,362192-servicios-impresiones-publicidad-1,362192-servicios-impresiones-publicidad-1,362192-servicios-impresiones-publicidad-1,,,362192,Servicios de Impresiones y publicidad,CD - Contratación Directa,7 - Servicios Técnicos,Facultad de Ciencias Economicas / Universidad Nacional de Caaguazu / Universidades Nacionales,ADJ,Adjudicada,2019-07-02 08:45:00,tradicional,2019-08-31 00:00:00,2019-06-24 10:17:39,
2291,362194-mantenimiento-ascensores-atlas-mdn-1,362194-mantenimiento-ascensores-atlas-mdn-1,362194-mantenimiento-ascensores-atlas-mdn-1,,,362194,MANTENIMIENTO DE ASCENSORES ATLAS DEL MDN,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Dirección Nacional de Aeronáutica Civil / Empresas Públicas,ADJ,Adjudicada,2019-07-01 08:00:00,tradicional,2019-05-31 00:00:00,2019-06-20 14:29:35,
2292,362196-mantenimiento-reparacion-aires-acondicionados-1,362196-mantenimiento-reparacion-acondicionadores-aire-1,362196-mantenimiento-reparacion-acondicionadores-aire-1,,,362196,Mantenimiento y Reparación de Acondicionadores de Aire,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Ministerio de la Mujer / Poder Ejecutivo,ADJ,Adjudicada,2019-10-01 09:00:00,tradicional,2019-09-30 00:00:00,2019-09-24 12:24:17,
2293,362200-servicio-guarderia-hijos-funcionarios-inc-1,362200-servicio-guarderia-hijos-funcionarios-inc-1,362200-servicio-guarderia-hijos-funcionarios-inc-1,,,362200,Servicio de Guardería para Hijos de Funcionarios de la INC,LPN - Licitación Pública Nacional,7 - Servicios Técnicos,Industria Nacional del Cemento / Empresas Públicas,ADJ,Adjudicada,2019-06-21 09:45:00,tradicional,2019-05-31 00:00:00,2019-05-28 16:18:46,
2294,362209-adquisicion-renovacion-licencias-varias-1,362209-adquisicion-renovacion-licencias-varias-1,,,,362209,ADQUISICION Y RENOVACION DE LICENCIAS VARIAS,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Caja de Jubilaciones y Pensiones del Personal de la Ande / Entidades Públicas de Seguridad Social,EVAL,En Evaluacion (Cerrada),2019-11-14 09:30:00,tradicional,2019-11-30 00:00:00,2019-11-04 08:39:10,
2295,362212-servicio-reparacion-mantenimiento-vehiculos-administracion-central-inc-1,,,,,362212,Servicio de Reparación y Mantenimiento de Vehículos de la Administracion Central INC,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Industria Nacional del Cemento / Empresas Públicas,PLAN,Planificada,,tradicional,2019-04-30 00:00:00,,
2296,362214-adquisicion-herramientas-conservacion-ambiental-inc-1,362214-adquisicion-herramientas-conservacion-ambiental-inc-1,362214-adquisicion-herramientas-conservacion-ambiental-inc-1,,,362214,Adquisición de Herramientas para Conservación Ambiental de la INC,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Industria Nacional del Cemento / Empresas Públicas,ADJ,Adjudicada,2019-06-26 10:00:00,tradicional,2019-04-30 00:00:00,2019-06-04 17:03:02,
2297,362216-adquisicion-equipos-audiovisuales-1,362216-adquisicion-equipos-audiovisuales-1,,,,362216,Adquisición de Equipos Audiovisuales,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Industria Nacional del Cemento / Empresas Públicas,EVAL,En Evaluacion (Cerrada),2019-06-24 08:45:00,tradicional,2019-04-30 00:00:00,2019-05-30 16:08:27,
2298,362218-adquisicion-tractor-agricola-fabrica-vallemi-1,,,,,362218,Adquisición de Tractor Agrícola para la Fábrica de Vallemí,CO - Concurso de Ofertas,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Industria Nacional del Cemento / Empresas Públicas,CAN,Anulada o Cancelada,,tradicional,2019-04-30 00:00:00,,
2299,362219-servicio-retiro-disposicion-final-residuos-solidos-liquidos-varios-tres-frentes-1,,,,,362219,Servicio de Retiro y Disposición Final de Residuos Sólidos y Líquidos Varios para los Tres Frentes,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Industria Nacional del Cemento / Empresas Públicas,PLAN,Planificada,,tradicional,2019-04-30 00:00:00,,
2300,362223-adquisicion-vehiculo-f-c-e-1,362223-adquisicion-proyectores-otros-1,362223-adquisicion-proyectores-otros-1,,,362223,Adquisición de Proyectores y otros.,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Facultad de Ciencias Economicas / Universidad Nacional de Caaguazu / Universidades Nacionales,ADJ,Adjudicada,2019-09-17 08:15:00,tradicional,2019-08-31 00:00:00,2019-09-10 16:26:10,
2301,362231-adquisicion-repuestos-enfriadora-claudius-peter-fabrica-vallemi-1,362231-reparacion-mayor-enfriadora-claudius-peter-fabrica-vallemi-1,,,,362231,Reparación Mayor de la Enfriadora Claudius Peter de Fabrica Vallemi,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Industria Nacional del Cemento / Empresas Públicas,CONV,En Convocatoria (Abierta),2019-11-27 07:30:00,tradicional,2019-10-31 00:00:00,2019-11-02 11:57:51,
2302,362232-mantenimiento-preventivo-correctivo-sistemas-equipos-aeronauticos-1,"362232-asistencia-mantenimiento-equipos-aeronauticos-comunicacion-navegacion-vigilancia-3,362232-asistencia-mantenimiento-equipos-aeronauticos-comunicacion-navegacion-vigilancia-1",362232-asistencia-mantenimiento-equipos-aeronauticos-comunicacion-navegacion-vigilancia-1,,,362232,"ASISTENCIA Y MANTENIMIENTO DE EQUIPOS AERONÁUTICOS, COMUNICACIÓN, NAVEGACIÓN VIGILANCIA ",LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Dirección Nacional de Aeronáutica Civil / Empresas Públicas,ADJ,Adjudicada,2019-07-31 08:30:00,tradicional,2019-04-30 00:00:00,2019-07-05 11:09:32,
2303,362233-adquisicion-sistema-seguridad-camaras-internas-1,362233-adquisicion-sistema-seguridad-1,362233-adquisicion-sistema-seguridad-1,,,362233,Adquisición de Sistema de Seguridad ,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Facultad de Ciencias Economicas / Universidad Nacional de Caaguazu / Universidades Nacionales,ADJ,Adjudicada,2019-09-13 08:00:00,tradicional,2019-08-31 00:00:00,2019-09-04 18:22:27,
2304,362234-mantenimiento-reparacion-generadores-1,362234-mantenimiento-reparacion-generadores-1,,,,362234,MANTENIMIENTO Y REPARACIÓN DE GENERADORES,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Ministerio Público - Fiscalía / Poder Judicial,EVAL,En Evaluacion (Cerrada),2019-10-28 09:00:00,tradicional,2019-04-30 00:00:00,2019-10-16 15:59:16,
2305,362237-contratacionde-servicio-mantenimiento-areas-verdes-aisp-1,362237-contratacionde-servicio-mantenimiento-areas-verdes-aisp-1,362237-contratacionde-servicio-mantenimiento-areas-verdes-aisp-1,,,362237,CONTRATACIONDE SERVICIO PARA MANTENIMIENTO DE AREAS VERDES DEL AISP,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Dirección Nacional de Aeronáutica Civil / Empresas Públicas,ADJ,Adjudicada,2019-07-10 09:30:00,tradicional,2019-06-30 00:00:00,2019-05-30 17:52:52,
2306,362241-mantenimiento-sistema-gestion-integral-municipal-1,362241-mantenimiento-sistema-gestion-integral-municipal-1,362241-mantenimiento-sistema-gestion-integral-municipal-1,,,362241,Mantenimiento de Sistema de Gestión Integral Municipal,CD - Contratación Directa,7 - Servicios Técnicos,Municipalidad de San Pedro del Ycuamandiyú / Municipalidades,ADJ,Adjudicada,2019-09-17 09:00:00,tradicional,2019-03-31 00:00:00,2019-09-10 16:23:00,
2307,362244-contratacion-servicio-mantenimiento-jardineria-otros-1,362244-contratacion-servicio-mantenimiento-jardineria-otros-1,362244-contratacion-servicio-mantenimiento-jardineria-otros-1,,,362244,CONTRATACION DE SERVICIO DE MANTENIMIENTO DE JARDINERIA Y OTROS,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Dirección Nacional de Aeronáutica Civil / Empresas Públicas,ADJ,Adjudicada,2019-05-24 10:00:00,tradicional,2019-03-31 00:00:00,2019-04-26 16:49:02,
2308,362249-adquisicion-rollos-papel-termico-1,,,,,362249,REACONDICIONAMIENTO DEL CERCADO PERIMETRAL DEL AEROPUERTO INTERNACIONAL SILVIO PETTIROSSI,LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Dirección Nacional de Aeronáutica Civil / Empresas Públicas,PLAN,Planificada,,tradicional,2019-09-30 00:00:00,,
2309,362250-servicios-provision-e-instalacion-cabelado-estructurado-1,362250-servicios-provision-e-instalacion-cabelado-estructurado-1,362250-servicios-provision-e-instalacion-cabelado-estructurado-1,,,362250,SERVICIOS DE PROVISION E INSTALACION DE CABELADO ESTRUCTURADO,CD - Contratación Directa,7 - Servicios Técnicos,Secretaria Nacional de la Juventud  / Presidencia de la República / Poder Ejecutivo,ADJ,Adjudicada,2019-04-11 09:00:00,tradicional,2019-05-31 00:00:00,2019-04-02 15:41:18,
2310,362251-mantenimiento-reparacion-fotocopiadoras-1,362251-mantenimiento-reparacion-fotocopiadoras-contrato-abierto-plurianual-1,,,,362251,MANTENIMIENTO Y REPARACIÓN DE FOTOCOPIADORAS - CONTRATO ABIERTO PLURIANUAL.,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Ministerio Público - Fiscalía / Poder Judicial,EVAL,En Evaluacion (Cerrada),2019-09-13 09:00:00,tradicional,2019-08-31 00:00:00,2019-08-29 15:51:17,
2311,362252-adquisicion-ups-switchs-soporte-data-center-sala-comunicaciones-1,362252-adquisicion-ups-switchs-soporte-data-center-sala-comunicaciones-1,362252-adquisicion-ups-switchs-soporte-data-center-sala-comunicaciones-1,,,362252,Adquisición de UPS y Switchs para Soporte del DATA CENTER y la Sala de Comunicaciones,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Industria Nacional del Cemento / Empresas Públicas,ADJ,Adjudicada,2019-06-06 10:00:00,tradicional,2019-08-31 00:00:00,2019-05-29 12:43:31,
2312,362253-adquisicion-equipos-oficinas-computacion-1,,,,,362253,Adquisicion de Equipos de Oficinas y Computacion,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Facultad de Ciencias Economicas / Universidad Nacional de Caaguazu / Universidades Nacionales,PLAN,Planificada,,tradicional,2019-10-31 00:00:00,,
2313,362259-mantenimiento-equipos-limpieza-clarke-aisp-1,362259-mantenimiento-equipos-limpieza-clarke-aisp-1,362259-mantenimiento-equipos-limpieza-clarke-aisp-1,,,362259,MANTENIMIENTO DE EQUIPOS DE LIMPIEZA CLARKE DEL AISP,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Dirección Nacional de Aeronáutica Civil / Empresas Públicas,ADJ,Adjudicada,2019-07-02 09:00:00,tradicional,2019-06-30 00:00:00,2019-06-21 16:10:00,
2314,362269-adquisicion-equipos-informaticos-1,362269-adquisicion-equipos-informaticos-1,362269-adquisicion-equipos-informaticos-1,,,362269,"""ADQUISICIÓN DE EQUIPOS INFORMÁTICOS""",CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Direccion General de Migraciones / Ministerio del Interior / Poder Ejecutivo,ADJ,Adjudicada,2019-06-13 08:00:00,tradicional,2019-04-30 00:00:00,2019-06-03 14:00:44,
2315,362270-mantenimiento-reparacion-blindex-1,362270-mantenimiento-reparacion-blindex-1,362270-mantenimiento-reparacion-blindex-1,,,362270,MANTENIMIENTO Y REPARACIÓN DE BLINDEX,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Ministerio Público - Fiscalía / Poder Judicial,ADJ,Adjudicada,2019-07-22 09:00:00,tradicional,2019-03-31 00:00:00,2019-07-10 15:35:31,
2316,362272-adquisicion-insecticidas-otros-1,362272-reacondicionamiento-oficinas-gerencia-comercial-1,362272-reacondicionamiento-oficinas-gerencia-comercial-1,,,362272,REACONDICIONAMIENTO DE OFICINAS DE LA GERENCIA COMERCIAL,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Dirección Nacional de Aeronáutica Civil / Empresas Públicas,ADJ,Adjudicada,2019-05-28 08:00:00,tradicional,2019-04-30 00:00:00,2019-05-09 08:41:10,
2317,362273-adquisicion-sistema-hospitalario-hospital-especialidades-quirurgicas-ingavi-1,,,,,362273,ADQUISICION DEL SISTEMA HOSPITALARIO PARA EL HOSPITAL DE ESPECIALIDADES QUIRURGICAS INGAVI,LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Instituto de Previsión Social / Entidades Públicas de Seguridad Social,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,
2318,362278-reparacion-mantenimiento-vehiculos-1,362278-reparacion-mantenimiento-vehiculos-1,362278-reparacion-mantenimiento-vehiculos-1,,,362278,Reparación y Mantenimiento de Vehículos,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Presidencia de la República / Poder Ejecutivo,ADJ,Adjudicada,2019-04-09 09:00:00,tradicional,2019-03-31 00:00:00,2019-03-26 17:30:45,
2319,362281-provision-carteles-circuito-vivencial-mundo-guarani-1,362281-provision-carteles-circuito-vivencial-mundo-guarani-1,362281-provision-carteles-circuito-vivencial-mundo-guarani-1,,,362281,PROVISIÓN DE CARTELES PARA EL CIRCUITO VIVENCIAL DEL MUNDO GUARANÍ,CD - Contratación Directa,7 - Servicios Técnicos,Secretaria Nacional de Turismo / Presidencia de la República / Poder Ejecutivo,ADJ,Adjudicada,2019-05-31 11:00:00,tradicional,2019-05-31 00:00:00,2019-05-13 11:02:45,
2320,362284-mantenimiento-reparacion-casetas-metalicas-1,362284-mantenimiento-reparacion-casetas-metalicas-1,362284-mantenimiento-reparacion-casetas-metalicas-1,,,362284,MANTENIMIENTO Y REPARACION DE CASETAS METALICAS,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Servicio Nacional de Calidad y Sanidad Vegetal y de Semillas / Entes Autónomos y Autárquicos,ADJ,Adjudicada,2019-04-05 09:00:00,tradicional,2019-03-31 00:00:00,2019-03-28 11:51:07,
2321,362287-mantenimiento-y-o-reparacion-acondicionadores-aire-1,362287-mantenimiento-y-o-reparacion-acondicionadores-aire-1,362287-mantenimiento-y-o-reparacion-acondicionadores-aire-1,,,362287,Mantenimiento y/o reparación de acondicionadores de aire,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Instituto Forestal Nacional / Entes Autónomos y Autárquicos,ADJ,Adjudicada,2019-04-16 09:00:00,tradicional,2019-03-31 00:00:00,2019-04-09 12:27:14,
2322,362288-adquisicion-equipos-oficinas-1,362288-adquisicion-equipos-oficinas-1,,,,362288,Adquisición de Equipos de Oficinas,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Facultad de Ciencias Economicas / Universidad Nacional de Caaguazu / Universidades Nacionales,CONV,En Convocatoria (Abierta),2019-11-26 08:00:00,tradicional,2019-11-30 00:00:00,2019-11-15 17:36:00,
2323,362298-adquisicion-equipos-computacion-educativos-1,,,,,362298,ADQUISICIÓN DE EQUIPOS DE COMPUTACIÓN Y EDUCATIVOS,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Universidad Nacional de Pilar / Universidades Nacionales,PLAN,Planificada,,tradicional,2019-04-30 00:00:00,,
2324,362300-adquisicion-software-educativo-1,,,,,362300,Adquisición de Software Educativo,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Facultad de Ciencias Economicas / Universidad Nacional de Caaguazu / Universidades Nacionales,PLAN,Planificada,,tradicional,2019-10-31 00:00:00,,
2325,362307-adquisicion-omnibus-municipalidad-pirayu-1,362307-adquisicion-omnibus-municipalidad-pirayu-1,,,,362307,ADQUISICIÓN DE ÓMNIBUS PARA LA MUNICIPALIDAD DE PIRAYÚ ,CO - Concurso de Ofertas,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Pirayú / Municipalidades,CONV,En Convocatoria (Abierta),2019-11-25 08:00:00,tradicional,2019-11-30 00:00:00,2019-11-15 14:34:37,
2326,362311-adquisicion-activos-intangibles-1,,,,,362311,Adquisición de Activos Intangibles,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Direccion General de Migraciones / Ministerio del Interior / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-02-28 00:00:00,,
2327,362319-adquisicion-maquinas-menores-1,362319-adquisicion-maquinas-menores-1,362319-adquisicion-maquinas-menores-1,,,362319,Adquisición de Máquinas Menores,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Minga Porá / Municipalidades,ADJ,Adjudicada,2019-05-28 07:05:00,tradicional,2019-04-30 00:00:00,2019-05-23 07:31:24,
2328,362321-adquisicion-equipo-sonido-1,362321-adquisicion-equipo-sonido-1,362321-adquisicion-equipo-sonido-1,,,362321,ADQUISICIÓN DE EQUIPO DE SONIDO,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Municipalidad de Nueva Esperanza / Municipalidades,ADJ,Adjudicada,2019-03-29 10:00:00,tradicional,2019-03-31 00:00:00,2019-03-20 08:12:43,
2329,362331-reparacion-vehiculos-maquinarias-institucion-municipal-itakyry-1,362331-reparacion-vehiculos-maquinarias-institucion-municipal-itakyry-1,362331-reparacion-vehiculos-maquinarias-institucion-municipal-itakyry-1,,,362331,REPARACION DE VEHICULOS MAQUINARIAS DE LA INSTITUCION MUNICIPAL DE ITAKYRY,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de Itakyry / Municipalidades,ADJ,Adjudicada,2019-03-21 07:05:00,tradicional,2019-03-31 00:00:00,2019-03-14 15:24:04,
2330,362334-adquisicion-equipos-oficinas-1,,,,,362334,"""Adquisición de Equipos de Oficinas""",LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Direccion General de Migraciones / Ministerio del Interior / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,
2331,362338-adquisicion-equipos-varios-1,362338-adquisicion-equipos-varios-1,362338-adquisicion-equipos-varios-1,,,362338,Adquisición de Equipos Varios,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Municipalidad de Minga Porá / Municipalidades,ADJ,Adjudicada,2019-04-09 07:05:00,tradicional,2019-03-31 00:00:00,2019-04-04 16:59:11,
2332,362341-adquisicion-e-instalacion-semaforos-1,,,,,362341,Adquisición e Instalación de Semáforos,CO - Concurso de Ofertas,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Yuty / Municipalidades,PLAN,Planificada,,tradicional,2019-05-31 00:00:00,,
2333,362342-adquisicion-equipos-computacion-1,,,,,362342,Adquisición de Equipos de Computación,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Universidad Nacional de Pilar / Universidades Nacionales,PLAN,Planificada,,tradicional,2019-04-30 00:00:00,,
2334,362350-mantenimiento-reparacion-edificios-sfp-plurianual-1,,,,,362350,Mantenimiento y Reparación de Edificios de la SFP - Plurianual,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Secretaria de la Funcion Publica / Presidencia de la República / Poder Ejecutivo,CAN,Anulada o Cancelada,,tradicional,2019-04-30 00:00:00,,
2335,362355-servicio-limpieza-1,362355-servicio-limpieza-1,362355-servicio-limpieza-1,,,362355,SERVICIO DE LIMPIEZA,LPN - Licitación Pública Nacional,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Contraloría General de la República / Contraloría General de la República,ADJ,Adjudicada,2019-07-26 08:00:00,tradicional,2019-10-31 00:00:00,2019-06-27 17:11:40,
2336,362356-mantenimento-reparacion-equipos-mobiliarios-aires-acondicionados-fotocopiadoras-gdc-1,362356-mantenimento-reparacion-equipos-mobiliarios-aires-acondicionados-fotocopiadoras-gdc-1,362356-mantenimento-reparacion-equipos-mobiliarios-aires-acondicionados-fotocopiadoras-gdc-1,,,362356,"MANTENIMENTO Y REPARACION DE EQUIPOS, MOBILIARIOS, AIRES ACONDICIONADOS Y FOTOCOPIADORAS PARA LA GDC",CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Gobierno Departamental de Central / Gobiernos Departamentales,ADJ,Adjudicada,2019-10-22 10:00:00,tradicional,2019-03-31 00:00:00,2019-10-03 17:04:21,
2337,362361-mantenimiento-reparacion-central-telefonica-ip-1,,,,,362361,MANTENIMIENTO Y REPARACION DE CENTRAL TELEFONICA IP,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Contraloría General de la República / Contraloría General de la República,PLAN,Planificada,,tradicional,2019-11-30 00:00:00,,
2338,362363-adquisicion-equipos-institucion-municipal-1,,,,,362363,ADQUISICIÓN DE EQUIPOS PARA LA INSTITUCIÓN MUNICIPAL,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Municipalidad de Nueva Colombia / Municipalidades,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,
2339,362366-servicios-reparacion-mantenimientos-vehiculos-livianos-viales-1,362366-servicio-reparacion-mantenimiento-maquinarias-viales-1,362366-servicio-reparacion-mantenimiento-maquinarias-viales-1,,,362366,Servicio de Reparación y Mantenimiento de maquinarias viales,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Municipalidad de Yuty / Municipalidades,ADJ,Adjudicada,2019-07-15 08:00:00,tradicional,2019-06-30 00:00:00,2019-07-08 14:32:04,
2340,362367-reacondicionamiento-centro-datos-1,,,,,362367,REACONDICIONAMIENTO DE CENTRO DE DATOS,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Contraloría General de la República / Contraloría General de la República,PLAN,Planificada,,tradicional,2019-10-31 00:00:00,,
2341,362369-mantenimiento-reparacion-equipos-aire-acondicionados-1,,,,,362369,MANTENIMIENTO Y REPARACION DE EQUIPOS DE AIRE ACONDICIONADOS,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Contraloría General de la República / Contraloría General de la República,PLAN,Planificada,,tradicional,2019-11-30 00:00:00,,
2342,362372-servicio-fotocopiado-1,362372-servicio-fotocopiado-1,362372-servicio-fotocopiado-1,,,362372,Servicio de Fotocopiado,CD - Contratación Directa,7 - Servicios Técnicos,Jurado de Enjuiciamiento de Magistrados / Poder Judicial,ADJ,Adjudicada,2019-05-30 09:00:00,tradicional,2019-05-31 00:00:00,2019-05-10 15:27:27,
2343,362373-mantenimiento-reparacion-portones-1,362373-mantenimiento-reparacion-portones-1,,,,362373,MANTENIMIENTO Y REPARACION DE PORTONES,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Contraloría General de la República / Contraloría General de la República,EVAL,En Evaluacion (Cerrada),2019-10-24 09:30:00,tradicional,2019-10-31 00:00:00,2019-10-09 18:03:23,
2344,362376-adquisicion-contenedores-1,362376-adquisicion-contenedores-uso-insitucion-1,362376-adquisicion-contenedores-uso-insitucion-1,,,362376,ADQUISICIÓN DE CONTENEDORES PARA USO DE LA INSITUCION.-,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de San Lorenzo / Municipalidades,ADJ,Adjudicada,2019-09-27 07:30:00,tradicional,2019-08-31 00:00:00,2019-09-17 15:53:26,
2345,362377-mantenimiento-reparacion-edificio-1,,,,,362377,MANTENIMIENTO Y REPARACION DEL EDIFICIO,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Contraloría General de la República / Contraloría General de la República,PLAN,Planificada,,tradicional,2019-11-30 00:00:00,,
2346,362385-provision-colocacion-reductores-velocidad-demarcacion-vial-1,,,,,362385,PROVISIÓN Y COLOCACIÓN DE REDUCTORES DE VELOCIDAD Y DEMARCACIÓN VIAL ,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Municipalidad de San Lorenzo / Municipalidades,PLAN,Planificada,,tradicional,2019-04-30 00:00:00,,
